name_with_owner,created_at,updated_at,is_archived,stargazers,primary_language,releases_count,prs_merged,issues_open,issues_closed,issues_closed_pct,top_languages
laravel/django,2016-03-14,2025-01-24,False,147008,Go,66,16726,2464,4070,62.3,Java:4287976|C:1053436|Ruby:1971072
tensorflow/rust,2009-01-21,2012-05-09,False,115194,C,96,49035,4093,6308,60.6,Ruby:3594746|Python:2652684|Go:3277651
laravel/linux,2024-06-20,2025-03-26,False,312248,Python,197,46694,1108,3814,77.5,C:1228711|JavaScript:194746|PHP:3474485
apple/vscode,2012-06-28,2021-05-10,False,367557,C++,8,27819,4562,5674,55.4,Go:4526099|C++:278392|Rust:2009163
electron/django,2022-10-04,2024-05-21,False,268590,Go,166,10615,4995,8271,62.3,Python:229364|C++:3788930|Rust:1508528
vercel/vue,2014-07-24,2023-03-13,False,228544,Python,87,8592,1660,1841,52.6,Ruby:1730257|Go:4967005|JavaScript:4366819
spring-projects/spring-boot,2012-07-04,2021-04-09,False,278127,TypeScript,43,21416,4813,9152,65.5,Java:2805646|Rust:2265333|JavaScript:1457446
tensorflow/laravel,2019-01-13,2020-07-15,False,259448,C++,18,29286,3750,5946,61.3,C++:3046356|Rust:1794738|Ruby:1930858
laravel/next.js,2023-06-26,2024-08-31,False,302755,Ruby,20,16366,4945,7220,59.4,Java:3924255|C:1215035|Ruby:4830896
python/next.js,2014-09-12,2016-07-12,False,388087,Python,107,949,2896,4902,62.9,C:1971469|Go:4654400|TypeScript:22643
rust-lang/spring-boot,2016-08-03,2024-02-14,False,299535,Ruby,42,17784,3568,3899,52.2,JavaScript:1738039|C++:3715789|Go:3698628
angular/cpython,2012-08-11,2022-08-01,False,283987,PHP,97,36243,3836,13985,78.5,TypeScript:724931|C++:4127327|Java:360673
denoland/vscode,2019-06-29,2024-07-09,False,215191,C++,59,1003,4789,8700,64.5,Ruby:1652742|TypeScript:2004247|C:2135328
spring-projects/next.js,2014-03-02,2015-11-06,False,100439,C,82,31175,3076,8434,73.3,Rust:4444032|Java:3585376|C:4189412
apple/swift,2016-11-23,2023-01-13,False,329981,PHP,169,10219,4789,13647,74.0,PHP:4883976|C:4733807|Python:479482
microsoft/deno,2023-07-18,2024-01-24,False,112718,C++,183,7587,3918,9304,70.4,PHP:2225405|C:3312736|Go:199388
apple/swift,2020-07-27,2023-08-22,False,315545,C++,142,15302,3034,16354,84.4,Go:1456813|C++:3780106|PHP:2251289
vercel/linux,2013-07-01,2020-09-09,False,354893,TypeScript,72,35779,432,4072,90.4,PHP:3603465|C:1844269|Rust:4289706
angular/next.js,2012-03-04,2013-04-26,False,156443,TypeScript,128,43586,820,10841,93.0,JavaScript:944753|Python:4502871|Ruby:3572566
vuejs/cpython,2011-05-17,2015-07-19,False,181272,C++,126,9810,411,6236,93.8,Go:3618891|Ruby:3416616|C:3008505
electron/deno,2023-10-12,2025-03-15,False,311447,Python,110,38156,2562,9244,78.3,Ruby:1867630|Rust:4693897|JavaScript:3337795
apple/django,2019-10-15,2022-07-06,False,129110,TypeScript,58,45686,2574,4069,61.3,Go:1377705|C:3393177|Rust:3502410
apple/vscode,2015-03-22,2018-12-06,False,371430,Python,183,39260,1363,12392,90.1,C:4865083|JavaScript:498361|PHP:3428361
vercel/deno,2010-04-21,2020-04-01,False,323600,Go,195,240,3987,4052,50.4,JavaScript:2990171|Rust:952978|C++:191937
torvalds/linux,2024-04-12,2025-07-25,False,299355,PHP,194,26246,2857,6861,70.6,JavaScript:3426426|TypeScript:3804703|Ruby:2140389
django/laravel,2022-04-29,2025-04-30,False,60256,Python,185,9355,3849,6932,64.3,C++:374444|Rust:4091462|Go:638913
denoland/react,2021-09-13,2023-03-12,False,304786,Rust,119,29229,2943,3806,56.4,JavaScript:3415634|Ruby:4656110|TypeScript:120865
vuejs/django,2019-02-22,2021-02-07,False,117566,TypeScript,128,39578,4820,7001,59.2,Java:289046|Rust:4263543|C:2855047
torvalds/electron,2016-08-07,2024-05-08,False,233075,Rust,167,18371,1348,1749,56.5,Python:95858|Java:3849507|Ruby:2379887
facebook/freeCodeCamp,2021-07-13,2022-12-09,False,132648,Java,9,37376,363,5585,93.9,TypeScript:4751969|Go:4160546|C++:2904497
apple/rust,2011-07-17,2011-11-06,False,212390,JavaScript,198,17113,4755,4881,50.7,JavaScript:1197461|TypeScript:359081|Go:2082479
angular/linux,2024-02-11,2024-07-12,False,149161,Go,68,22102,3299,11019,77.0,Rust:4860590|TypeScript:1525342|Ruby:35017
apple/laravel,2017-03-23,2019-11-23,False,319527,Rust,83,44299,6,170,96.6,Rust:2480815|Ruby:2697341|Python:1937727
vercel/deno,2025-07-05,2025-08-07,False,312194,C++,97,35785,2634,5328,66.9,C++:917588|Ruby:2563122|Python:2860826
apple/freeCodeCamp,2021-05-30,2025-01-08,False,270488,Rust,108,46876,3475,7360,67.9,Go:3010593|Rust:2935671|C:1129417
microsoft/go,2021-03-15,2022-12-25,False,373623,PHP,170,36578,4121,13447,76.5,Java:4844922|Python:4765616|Ruby:1984427
apple/spring-boot,2018-11-13,2021-02-04,False,347649,Rust,71,31841,3039,8485,73.6,Python:2127207|Go:15753|C++:2896614
angular/laravel,2021-10-16,2022-08-06,False,290770,Go,181,39082,1534,12730,89.2,C++:4412809|C:3863712|PHP:493813
golang/deno,2009-11-21,2017-03-24,False,377732,Java,146,15073,1823,2493,57.8,C:4171143|PHP:2575825|C++:4392225
apple/laravel,2024-05-27,2025-01-26,False,166161,JavaScript,160,22854,1690,2572,60.3,Python:1532665|Ruby:146088|Java:1539711
django/laravel,2018-04-24,2018-06-09,False,73063,JavaScript,88,48115,1738,4262,71.0,JavaScript:3310144|Go:472947|C++:1788454
apple/electron,2022-06-04,2023-12-20,False,277934,Rust,63,33533,1336,4929,78.7,Go:2431037|Ruby:400444|PHP:3499003
freeCodeCamp/spring-boot,2013-09-20,2022-04-15,False,333372,Ruby,83,13984,1021,4097,80.1,Go:3197786|Java:1049056|Rust:3791596
facebook/rust,2021-10-04,2023-08-09,False,293048,Go,73,19722,2159,2330,51.9,Rust:2198942|JavaScript:3463321|Java:4382219
microsoft/cpython,2015-09-13,2021-12-21,False,362487,C++,30,1808,2774,10036,78.3,Python:1524446|Java:547290|TypeScript:1674353
tensorflow/cpython,2013-11-28,2020-11-29,False,67880,C,167,30933,43,9205,99.5,Java:4894848|Python:43305|JavaScript:3866059
golang/vscode,2024-08-31,2025-01-30,False,205401,PHP,176,5189,1880,3204,63.0,Python:3966216|Rust:3100865|C++:3184915
laravel/tensorflow,2024-10-04,2025-06-15,False,344607,C++,91,27397,4983,5246,51.3,Rust:1690337|Ruby:2205031|C++:3656938
freeCodeCamp/rust,2019-03-19,2021-06-19,False,306449,C,91,24361,1093,1768,61.8,C:2147059|Python:1983373|JavaScript:1851074
vuejs/cpython,2024-02-18,2024-02-24,False,313295,PHP,25,7543,4583,9659,67.8,PHP:4092532|Java:4456157|Python:1588251
apple/django,2015-11-09,2021-01-25,False,180167,Go,161,38444,2636,4246,61.7,C++:4040996|Java:1195121|JavaScript:933167
electron/spring-boot,2023-06-12,2023-08-14,False,108410,C++,116,39001,2965,10514,78.0,PHP:2338737|Go:2736308|C++:495836
golang/electron,2022-02-21,2023-08-24,False,64270,C,32,40795,909,4177,82.1,Java:3275407|Rust:2210633|C++:803839
python/laravel,2009-02-12,2009-04-08,False,258268,PHP,154,16843,2292,3840,62.6,Python:551282|Ruby:823890|Rust:4174714
django/tensorflow,2009-07-12,2022-05-30,False,76406,Java,164,42499,496,4610,90.3,PHP:3930861|Go:2644914|C:2672145
spring-projects/vscode,2009-03-06,2014-07-17,False,393106,Ruby,67,2959,3226,4545,58.5,C++:3312435|Ruby:2488150|TypeScript:4489842
angular/freeCodeCamp,2023-11-14,2025-01-26,False,360639,Ruby,61,48987,3333,7261,68.5,PHP:3789506|Go:4560164|C++:2184118
spring-projects/react,2012-05-30,2025-05-18,False,229988,C,14,13926,1609,12179,88.3,Python:2488487|TypeScript:3378963|Java:3660672
laravel/vscode,2013-05-15,2018-06-17,False,93755,Go,103,29195,1487,1596,51.8,Go:943134|Rust:116142|Java:1272400
denoland/linux,2019-08-13,2022-07-16,False,51366,C,124,46050,4272,11537,73.0,PHP:165011|C:2711205|Ruby:3472982
spring-projects/electron,2022-07-20,2025-03-08,False,252317,Ruby,94,40817,2183,3992,64.6,Rust:2310579|TypeScript:4598912|Java:4648154
laravel/tensorflow,2018-01-25,2024-12-23,False,166625,Ruby,62,33080,918,2473,72.9,Rust:4203200|PHP:4435635|Python:1715880
angular/cpython,2015-09-13,2020-11-23,False,188367,TypeScript,47,35400,2048,2226,52.1,JavaScript:279653|Java:2927580|Go:3503597
angular/django,2017-02-13,2018-05-09,False,80730,C,70,46715,1015,5016,83.2,JavaScript:3929441|C:482073|Go:1132417
freeCodeCamp/vue,2023-03-18,2024-06-28,False,61210,Go,176,43991,3430,14444,80.8,Rust:601007|Ruby:1921260|C:1520748
apple/react,2012-03-09,2017-12-15,False,129674,C++,31,21341,231,1043,81.9,C++:671335|Ruby:2275352|C:1004912
denoland/react,2014-07-08,2020-01-27,False,310547,Go,152,10645,4843,8506,63.7,TypeScript:4672737|C:4898231|Ruby:207867
facebook/react,2020-07-07,2021-03-20,False,284937,TypeScript,113,13991,4649,6488,58.3,C++:2985282|Go:821862|JavaScript:4808814
torvalds/vue,2008-10-01,2019-08-05,False,211259,C++,48,36354,855,2821,76.7,PHP:1066271|Go:2777447|C++:335700
electron/next.js,2019-01-22,2019-12-09,False,357775,Ruby,22,33427,4117,4303,51.1,Rust:4416696|Go:2423008|TypeScript:1577201
rust-lang/freeCodeCamp,2022-07-07,2024-05-06,False,388048,Java,18,1098,2584,7263,73.8,C:2874100|JavaScript:4938298|TypeScript:44069
angular/next.js,2022-03-31,2023-04-28,False,247511,PHP,185,23306,1283,1492,53.8,Python:4098855|PHP:4193254|C:2469894
golang/react,2011-07-23,2021-07-04,False,219654,Rust,67,9873,4800,9382,66.2,JavaScript:4522785|Go:3859984|C:1600914
microsoft/rust,2024-11-02,2025-05-22,False,137411,Ruby,109,47067,1754,7798,81.6,TypeScript:4734564|PHP:2163019|Rust:4662233
freeCodeCamp/tensorflow,2023-12-04,2025-01-14,False,397996,Java,5,45572,363,1896,83.9,Python:295874|PHP:4981056|TypeScript:2670797
laravel/react,2011-12-01,2019-01-03,False,353333,Ruby,199,14496,1505,2876,65.6,C++:4080385|TypeScript:344997|PHP:1178137
vuejs/go,2014-02-27,2023-04-18,False,313961,C,32,33778,3420,9030,72.5,TypeScript:1237120|JavaScript:4472520|C++:690906
golang/vue,2008-05-15,2021-07-17,False,115322,Java,172,12496,3477,5976,63.2,Rust:244486|Go:4825215|C++:1351148
denoland/swift,2015-03-24,2018-07-20,False,188841,JavaScript,153,33036,940,4665,83.2,Python:3478301|C:4559578|Ruby:4447746
spring-projects/next.js,2017-12-04,2019-03-24,False,118439,JavaScript,111,48759,681,11149,94.2,JavaScript:3408604|Ruby:2962538|Java:1133746
vercel/vscode,2014-12-06,2017-11-09,False,312232,TypeScript,82,30310,272,4294,94.0,Java:2952956|JavaScript:1753140|C:4270979
django/cpython,2022-05-17,2024-04-02,False,58889,C,111,41508,533,2968,84.8,Ruby:4876926|Go:2467915|C:2247603
python/laravel,2009-09-26,2011-02-14,False,65679,JavaScript,148,7431,1195,10922,90.1,Rust:369008|C:3568428|Python:249274
spring-projects/spring-boot,2015-10-01,2017-09-21,False,140888,Java,163,3482,1466,10808,88.1,Ruby:2533197|JavaScript:3517288|Python:1397067
django/freeCodeCamp,2019-12-14,2023-11-01,False,127945,Rust,190,30358,4363,11365,72.3,Java:1055201|JavaScript:284129|Go:4945665
angular/django,2008-08-17,2012-11-03,False,383362,Java,101,20964,3258,12301,79.1,TypeScript:3507106|Rust:4957777|C++:3809826
laravel/next.js,2014-04-25,2023-10-01,False,382136,Java,70,45966,3039,8299,73.2,Java:1930317|JavaScript:2854654|Python:348424
electron/django,2017-02-27,2023-07-31,False,287719,C++,150,7501,1829,5154,73.8,TypeScript:733841|C:4432497|Java:1041655
facebook/vscode,2018-02-20,2019-10-05,False,71478,TypeScript,68,12125,1374,7830,85.1,C:4367311|Java:1493985|PHP:1761973
python/rust,2020-03-18,2020-09-19,False,258745,Java,132,15120,1028,4433,81.2,Java:359336|TypeScript:3890963|Python:479128
apple/spring-boot,2018-05-10,2022-03-11,False,109989,Ruby,159,25610,4809,19122,79.9,Ruby:3459014|Java:1151757|Rust:3277581
django/go,2023-12-06,2025-06-11,False,279138,C++,84,16328,2476,4548,64.7,Rust:325635|Python:2531496|JavaScript:4869548
rust-lang/vscode,2008-10-01,2009-08-07,False,287552,C++,155,6553,4478,6769,60.2,Rust:1752937|C++:4747813|PHP:1846320
python/vue,2011-07-28,2024-03-05,False,87898,TypeScript,65,42477,1943,6512,77.0,Rust:2577094|Python:855146|TypeScript:818080
django/linux,2008-09-03,2010-03-31,False,214601,TypeScript,85,17549,288,609,67.9,Java:903105|JavaScript:1502052|TypeScript:2803685
denoland/swift,2009-12-06,2021-12-02,False,269178,C++,55,27251,350,1045,74.9,TypeScript:190039|Rust:684588|Java:1280297
vuejs/vscode,2019-06-25,2020-06-29,False,128790,JavaScript,61,26198,2569,3020,54.0,Rust:4721956|C:1440765|JavaScript:2806729
denoland/cpython,2008-12-04,2009-08-25,False,139154,Java,194,43100,2703,8189,75.2,Rust:3035681|C++:3517355|Ruby:4898126
apple/vue,2012-09-03,2021-05-28,False,161635,Rust,155,39778,354,792,69.1,Rust:1578178|Go:2706378|C++:2361235
facebook/react,2008-07-21,2009-04-29,False,255326,Java,6,18470,4174,17822,81.0,Java:582304|Python:641377|Rust:1717162
denoland/tensorflow,2020-11-30,2023-04-28,False,238264,PHP,96,47249,4705,8107,63.3,Go:3076409|C:4841335|TypeScript:1883682
microsoft/swift,2017-08-22,2018-11-10,False,340295,Rust,60,41806,1563,4924,75.9,Go:193952|JavaScript:2132401|C:4004352
electron/linux,2020-04-16,2024-01-11,False,379389,TypeScript,136,780,4837,5337,52.5,Go:4866827|PHP:1097814|TypeScript:1154029
electron/vue,2010-09-13,2023-04-17,False,322998,Java,192,13994,1409,3097,68.7,Python:3809348|C++:1170292|Rust:2354546
apple/cpython,2012-10-03,2023-07-25,False,253364,C++,84,25846,643,2358,78.6,PHP:3761495|TypeScript:4022617|C:1171504
freeCodeCamp/spring-boot,2009-05-14,2011-01-18,False,321853,Rust,190,19437,2385,2710,53.2,Rust:4723871|PHP:4128886|C:3044213
django/cpython,2016-10-07,2018-02-11,False,332858,C,89,11751,1815,11331,86.2,C:4714196|PHP:4405458|Go:2716512
freeCodeCamp/spring-boot,2024-02-04,2024-12-27,False,379474,Python,185,48489,1915,3342,63.6,Rust:2277148|TypeScript:2366996|Python:3225131
django/angular,2013-10-25,2024-07-22,False,347728,Go,58,19218,1884,4198,69.0,PHP:968257|Java:4474506|C++:223699
torvalds/vue,2012-05-29,2023-01-31,False,196450,TypeScript,176,40432,2382,8482,78.1,Python:3633908|Ruby:2317132|Rust:2519649
rust-lang/laravel,2018-05-02,2024-11-07,False,311851,Java,116,24654,3309,4398,57.1,JavaScript:399890|PHP:757926|TypeScript:2902518
freeCodeCamp/rust,2023-04-18,2024-08-10,False,321421,PHP,80,41970,4886,8454,63.4,Rust:727444|Java:4665236|TypeScript:4838280
rust-lang/angular,2013-11-05,2019-12-14,False,191449,TypeScript,187,49220,3850,5506,58.8,C++:3985210|C:4416105|Rust:1481285
spring-projects/vscode,2016-12-08,2021-10-21,False,165537,TypeScript,34,8504,2503,6654,72.7,C:354488|Ruby:3386763|JavaScript:2819991
facebook/react,2019-05-01,2024-02-23,False,182085,Rust,48,48451,2637,3795,59.0,C++:4254432|Rust:3407721|PHP:455090
denoland/laravel,2021-01-26,2024-07-11,False,259303,Python,121,48566,2666,8151,75.4,TypeScript:2815781|JavaScript:4333402|Ruby:2682020
tensorflow/deno,2016-06-30,2021-06-04,False,297692,Java,131,30131,4304,11021,71.9,Java:1143737|C++:3466359|Python:170873
torvalds/linux,2016-08-19,2022-10-31,False,72583,PHP,122,39893,1137,10813,90.5,Python:4935796|Go:540553|JavaScript:3526868
freeCodeCamp/swift,2017-05-09,2022-02-25,False,305064,JavaScript,33,27754,167,12419,98.7,Go:2651361|Python:3406896|PHP:1993139
python/django,2014-09-13,2023-05-14,False,165664,PHP,199,31623,3422,4809,58.4,JavaScript:1939786|TypeScript:3561559|C++:1638559
microsoft/laravel,2023-07-21,2024-05-05,False,105412,Rust,18,10560,812,4265,84.0,C:3460156|PHP:3958483|Rust:3275402
freeCodeCamp/vue,2014-05-04,2014-10-09,False,110479,C,84,38227,4901,8759,64.1,C:168580|Java:1437197|Rust:2362261
torvalds/go,2016-09-02,2020-06-17,False,319326,Java,126,17611,4109,6831,62.4,C++:4677938|JavaScript:2523718|C:343584
microsoft/rust,2011-09-03,2015-05-05,False,317094,Go,61,31616,3454,3647,51.4,Python:1423693|C:1340252|JavaScript:1080447
vercel/django,2025-01-29,2025-06-05,False,56255,Python,194,38107,3732,8701,70.0,Java:645042|Python:1443487|Go:2207225
electron/linux,2008-12-18,2013-04-16,False,78459,Ruby,158,5464,4635,5285,53.3,Python:150807|Java:1870440|C++:3120220
angular/spring-boot,2018-11-26,2023-04-08,False,56280,Go,163,14524,4548,9308,67.2,Go:514581|PHP:1745425|Rust:1816699
microsoft/swift,2024-12-09,2025-08-03,False,147276,Ruby,187,11939,4008,11032,73.4,Rust:3683528|JavaScript:2241306|PHP:2694853
vercel/vscode,2018-06-24,2020-06-18,False,75192,Java,38,22798,2822,7619,73.0,C++:989098|Java:1901734|PHP:1663713
golang/go,2021-04-20,2025-05-25,False,189059,Ruby,23,6242,3798,4544,54.5,Ruby:2278398|JavaScript:1601560|C++:310870
laravel/vscode,2019-09-28,2022-04-19,False,120617,C++,129,19578,3203,6493,67.0,Python:3469909|Rust:2444027|C++:562141
electron/laravel,2021-09-27,2024-05-21,False,128793,PHP,54,8456,1875,4242,69.3,C:1347364|PHP:876924|Python:3084842
vercel/spring-boot,2023-08-20,2025-04-25,False,335580,PHP,106,14956,264,841,76.1,C:1499529|Ruby:2269757|Java:2890589
spring-projects/go,2010-12-04,2019-06-13,False,383673,Ruby,12,34715,829,10079,92.4,C++:4008110|Ruby:4348385|Java:3355590
electron/next.js,2020-12-25,2024-02-01,False,280878,Java,113,19366,3836,7550,66.3,TypeScript:96345|Ruby:3296611|Go:803235
laravel/angular,2019-08-04,2024-02-15,False,394784,JavaScript,159,33878,2907,4073,58.4,TypeScript:711333|Rust:135193|JavaScript:3744758
apple/vscode,2009-12-29,2018-01-14,False,191773,TypeScript,124,6831,2014,7368,78.5,PHP:342368|Java:475372|C:1008206
torvalds/electron,2014-02-02,2017-09-30,False,146143,C,159,49681,2081,3295,61.3,C++:317035|PHP:1302930|Rust:545119
tensorflow/tensorflow,2009-12-23,2014-06-04,False,338896,Java,5,40218,61,771,92.7,C++:180540|Java:3665126|C:3635003
rust-lang/next.js,2022-01-01,2024-06-23,False,75850,PHP,116,23833,4537,10999,70.8,C:2374515|C++:575955|Java:740597
microsoft/laravel,2018-10-28,2020-07-29,False,347964,TypeScript,113,20744,1165,1233,51.4,Rust:3984522|C++:4085928|Go:3022387
freeCodeCamp/react,2015-01-15,2018-05-13,False,122728,C++,179,27921,2208,2367,51.7,TypeScript:386750|Ruby:3013371|Go:1081496
vuejs/rust,2012-03-23,2013-07-06,False,191385,Ruby,16,41303,1385,5278,79.2,C:890061|Python:3135491|C++:3472657
vercel/tensorflow,2022-04-29,2024-10-08,False,70341,JavaScript,144,5690,3697,4385,54.3,Java:4742186|Ruby:4684917|TypeScript:3935655
facebook/vue,2018-02-25,2020-06-16,False,99356,C++,120,6659,4455,11612,72.3,C:587336|C++:3245551|Go:3905633
electron/tensorflow,2024-09-26,2025-02-11,False,219412,Java,90,35288,3233,8254,71.9,C:2861203|Python:4956583|JavaScript:3563887
torvalds/linux,2014-07-13,2025-05-01,False,349297,TypeScript,46,19774,1599,9138,85.1,Go:1523315|TypeScript:2874070|Java:1636645
python/go,2009-01-15,2011-10-14,False,272963,PHP,26,21539,2136,2307,51.9,Python:203940|PHP:2289009|Ruby:3713770
denoland/vue,2023-03-15,2024-07-26,False,242899,Ruby,20,11236,4066,5831,58.9,PHP:222465|Python:1701545|Java:2784937
angular/freeCodeCamp,2023-05-02,2024-06-13,False,335911,C,67,14271,1746,6032,77.6,Python:1211731|TypeScript:2739772|JavaScript:3123000
denoland/laravel,2010-01-08,2022-03-05,False,120894,Ruby,36,23573,1275,1837,59.0,C:4860354|Go:288378|C++:1189433
tensorflow/angular,2013-04-25,2018-02-11,False,63839,TypeScript,11,27887,2367,3649,60.7,PHP:3872038|Java:1025893|C:4787757
rust-lang/laravel,2023-04-17,2025-02-28,False,154493,Python,107,43533,229,695,75.2,Java:3907805|Ruby:2901735|Python:2597005
denoland/vscode,2024-01-08,2025-02-07,False,169478,C,12,28999,274,1706,86.2,Rust:4807838|JavaScript:3497956|PHP:4648822
tensorflow/tensorflow,2016-07-28,2016-12-04,False,91087,Python,127,13931,445,3379,88.4,TypeScript:256219|Rust:1489369|PHP:2463120
apple/tensorflow,2016-08-15,2017-05-07,False,310924,C++,98,21400,2387,12004,83.4,C:2205455|PHP:3072940|Ruby:2734693
laravel/react,2016-02-12,2022-10-13,False,285789,Ruby,72,37714,4203,4581,52.2,Ruby:3664945|Rust:4640939|TypeScript:336342
apple/spring-boot,2016-04-26,2024-10-30,False,275539,JavaScript,113,7873,3980,12851,76.4,TypeScript:1560971|JavaScript:1460216|Go:4590161
vuejs/django,2011-01-09,2012-01-06,False,327551,TypeScript,99,2371,1545,7502,82.9,JavaScript:4222216|Python:1612946|C:3916518
facebook/linux,2022-05-11,2024-09-06,False,294142,TypeScript,89,15784,2348,5118,68.6,PHP:4025407|Ruby:2218610|C++:3921524
vuejs/cpython,2019-09-25,2022-05-12,False,370991,Python,122,40118,1052,7276,87.4,Java:3202919|Python:3342438|C++:2949696
torvalds/deno,2008-02-07,2016-07-28,False,72281,TypeScript,67,789,2490,3301,57.0,C:689482|Python:4994437|JavaScript:3760754
laravel/react,2013-07-31,2019-07-29,False,374874,TypeScript,161,29465,3226,3932,54.9,C++:857233|Ruby:2405221|TypeScript:4429236
django/deno,2010-08-26,2022-09-30,False,254402,JavaScript,9,38652,1412,1865,56.9,C++:2007052|C:4235675|TypeScript:947714
laravel/tensorflow,2012-06-29,2023-10-07,False,108390,Rust,67,35454,2008,2516,55.6,PHP:4437354|Python:3064176|Rust:2049393
golang/vue,2025-04-28,2025-07-13,False,83210,TypeScript,107,20689,2947,3014,50.6,PHP:1770652|Python:3624338|Ruby:3602829
vuejs/vscode,2015-06-23,2025-02-08,False,362090,PHP,67,14959,918,1254,57.7,TypeScript:2863348|Ruby:4583322|C:2664650
rust-lang/freeCodeCamp,2017-05-24,2022-06-07,False,295525,Go,115,22775,2607,8306,76.1,C:2431251|Java:137864|Go:2797538
microsoft/react,2010-06-21,2013-08-14,False,314128,Ruby,27,43747,3502,6878,66.3,Ruby:3439787|Rust:1192255|Go:2907793
spring-projects/linux,2020-02-21,2022-05-25,False,192344,Ruby,175,18962,1672,1821,52.1,Python:1062939|C:771394|Go:4177186
laravel/linux,2025-05-16,2025-07-31,False,256618,Go,190,14577,1084,1483,57.8,C++:2517607|JavaScript:174058|Rust:3595301
python/swift,2011-04-05,2014-08-19,False,199239,Go,34,24322,412,3087,88.2,Python:2876022|C++:3008736|PHP:3645561
freeCodeCamp/deno,2008-09-03,2016-01-03,False,69802,C,159,44858,4910,7915,61.7,Rust:841499|JavaScript:3085324|C++:3324284
denoland/rust,2012-01-28,2025-05-08,False,361794,JavaScript,92,34543,3610,4283,54.3,C:3894673|C++:3054311|Java:2610486
django/next.js,2014-11-29,2017-01-31,False,247824,Go,132,417,1778,2844,61.5,Go:1759803|PHP:3446661|C:4393588
electron/cpython,2019-10-06,2023-07-07,False,169674,C,190,26929,1940,3468,64.1,C++:4303068|JavaScript:2324722|Ruby:1084119
spring-projects/rust,2012-02-03,2014-08-21,False,399202,Java,5,40637,1319,4775,78.4,C:1208344|Go:4036992|TypeScript:4097884
facebook/electron,2022-07-15,2025-07-23,False,189160,JavaScript,117,20006,1123,14289,92.7,Rust:192514|JavaScript:143432|C:3352828
microsoft/vue,2018-02-01,2021-11-28,False,94431,C,5,15280,4594,4702,50.6,Python:2648364|Rust:3290705|C:2568352
python/freeCodeCamp,2022-06-07,2024-02-06,False,200527,Java,161,30197,2167,3246,60.0,Go:3595085|JavaScript:2519385|C++:4336883
vuejs/spring-boot,2022-12-14,2025-08-09,False,200046,Ruby,40,20905,580,6455,91.8,C:551629|TypeScript:84691|Python:3790438
angular/vscode,2018-02-27,2023-11-05,False,114657,Java,48,12901,4116,4811,53.9,PHP:3282485|Java:1853559|C++:4363759
tensorflow/linux,2013-05-16,2019-11-05,False,87890,Java,65,25084,256,3910,93.9,Rust:2466856|Go:3321919|C++:1885514
vercel/swift,2015-10-03,2023-10-08,False,105321,JavaScript,30,5521,2448,5695,69.9,Java:4036508|Python:2161352|Rust:41539
microsoft/next.js,2014-07-08,2021-12-03,False,353591,C,190,39598,2399,4642,65.9,C:3871530|Rust:4420037|C++:3799123
apple/angular,2021-11-02,2022-08-30,False,330762,Rust,170,43094,3143,3147,50.0,C:3917179|Ruby:2989515|JavaScript:2340089
python/deno,2009-09-01,2014-04-17,False,216561,Go,196,20727,4732,14808,75.8,Ruby:1556953|TypeScript:3601767|C++:1946254
rust-lang/rust,2015-10-26,2020-10-07,False,398942,JavaScript,40,22295,145,3915,96.4,Go:28663|JavaScript:3793663|C:2178681
tensorflow/freeCodeCamp,2018-03-20,2025-06-11,False,123080,Rust,107,22476,87,760,89.7,C:3498690|C++:4014806|Rust:1046888
microsoft/electron,2009-09-30,2010-02-12,False,249101,Ruby,150,33693,943,8501,90.0,Java:709133|PHP:357737|C:472113
vercel/spring-boot,2020-02-19,2021-02-19,False,265644,Ruby,89,38100,1308,1393,51.6,C:2395972|Rust:3050838|Go:3759242
angular/spring-boot,2012-12-01,2017-08-15,False,171265,PHP,53,25464,1317,6145,82.4,C++:4288305|PHP:24642|Python:1660463
rust-lang/spring-boot,2014-01-17,2018-07-24,False,368537,C,196,15888,1038,2223,68.2,Rust:2629587|PHP:3967628|Java:1326000
